,reporting_date,daily_cases,cumulative_cases,daily_deaths,cumulative_deaths
0,08-03-2020,4,32,0,0
1,09-03-2020,3,35,0,0
2,10-03-2020,2,37,0,0
3,11-03-2020,5,42,1,1
4,12-03-2020,17,59,0,1
5,13-03-2020,20,79,0,1
6,14-03-2020,24,103,0,1
7,15-03-2020,42,145,0,1
8,16-03-2020,32,177,0,1
9,17-03-2020,12,189,0,1
10,18-03-2020,25,214,0,1
11,19-03-2020,44,258,1,2
12,20-03-2020,60,318,0,2
13,21-03-2020,59,377,1,3
14,22-03-2020,48,425,3,6
15,23-03-2020,78,503,0,6
16,24-03-2020,85,588,2,8
17,25-03-2020,99,687,5,13
18,26-03-2020,170,857,2,15
19,27-03-2020,135,992,3,18
20,28-03-2020,151,1143,1,19
21,29-03-2020,211,1354,4,23
22,30-03-2020,350,1704,11,34
23,31-03-2020,260,1964,24,58
24,01-04-2020,870,2834,10,68
25,02-04-2020,437,3271,17,85
26,03-04-2020,391,3662,18,103
27,04-04-2020,345,4007,29,132
28,05-04-2020,418,4425,10,142
29,06-04-2020,401,4826,20,162
30,07-04-2020,539,5365,27,189
31,08-04-2020,461,5826,22,211
32,09-04-2020,560,6386,22,233
33,10-04-2020,413,6799,34,267
34,11-04-2020,455,7254,17,284
35,12-04-2020,454,7708,12,296
36,13-04-2020,516,8224,33,329
37,14-04-2020,550,8774,66,395
38,15-04-2020,514,9288,49,444
39,16-04-2020,531,9819,54,498
40,17-04-2020,624,10443,34,532
41,18-04-2020,567,11010,39,571
42,19-04-2020,544,11554,33,604
43,20-04-2020,653,12207,44,648
44,21-04-2020,495,12702,48,696
45,22-04-2020,702,13404,61,757
46,23-04-2020,584,13988,41,798
47,24-04-2020,492,14480,52,850
48,25-04-2020,421,14901,48,898
49,26-04-2020,489,15390,47,945
50,27-04-2020,427,15817,57,1002
51,28-04-2020,485,16302,48,1050
52,29-04-2020,473,16775,83,1133
53,30-04-2020,398,17173,43,1176
54,01-05-2020,550,17723,61,1237
55,02-05-2020,441,18164,27,1264
56,03-05-2020,243,18407,39,1303
57,04-05-2020,550,18957,120,1423
58,05-05-2020,383,19340,62,1485
59,06-05-2020,441,19781,59,1544
60,07-05-2020,490,20271,47,1591
61,08-05-2020,402,20673,53,1644
62,09-05-2020,340,21013,64,1708
63,10-05-2020,315,21328,18,1726
64,11-05-2020,359,21687,46,1772
65,12-05-2020,345,22032,65,1837
66,13-05-2020,353,22385,33,1870
67,14-05-2020,350,22735,28,1898
68,15-05-2020,393,23128,27,1925
69,16-05-2020,371,23499,34,1959
70,17-05-2020,329,23828,23,1982
71,18-05-2020,322,24150,20,2002
72,19-05-2020,503,24653,15,2017
73,20-05-2020,439,25092,48,2065
74,21-05-2020,405,25497,25,2090
75,22-05-2020,496,25993,22,2112
76,23-05-2020,470,26463,27,2139
77,24-05-2020,340,26803,24,2163
78,25-05-2020,419,27222,30,2193
79,26-05-2020,324,27546,23,2216
80,27-05-2020,317,27863,31,2247
81,28-05-2020,385,28248,28,2275
82,29-05-2020,371,28619,22,2297
83,30-05-2020,327,28946,19,2316
84,31-05-2020,370,29316,12,2328
85,01-06-2020,462,29778,8,2336
