,reporting_date,daily_cases,cumulative_cases,daily_deaths,cumulative_deaths
0,08-03-2020,7,67,1,1
1,09-03-2020,19,86,0,1
2,10-03-2020,9,95,0,1
3,11-03-2020,21,116,1,2
4,12-03-2020,40,156,0,2
5,13-03-2020,42,198,0,2
6,14-03-2020,59,257,0,2
7,15-03-2020,84,341,0,2
8,16-03-2020,100,441,3,5
9,17-03-2020,156,597,3,8
10,18-03-2020,130,727,1,9
11,19-03-2020,146,873,3,12
12,20-03-2020,214,1087,1,13
13,21-03-2020,244,1331,5,18
14,22-03-2020,140,1471,3,21
15,23-03-2020,620,2091,3,24
16,24-03-2020,728,2819,3,27
17,25-03-2020,589,3408,8,35
18,26-03-2020,634,4042,4,39
19,27-03-2020,714,4756,16,55
20,28-03-2020,898,5654,6,61
21,29-03-2020,665,6319,5,66
22,30-03-2020,1127,7446,24,90
23,31-03-2020,1143,8589,36,126
24,01-04-2020,1584,10173,16,142
25,02-04-2020,1588,11761,28,170
26,03-04-2020,1195,12956,53,223
27,04-04-2020,1439,14395,48,271
28,05-04-2020,1504,15899,32,303
29,06-04-2020,1247,17146,50,353
30,07-04-2020,1390,18536,64,417
31,08-04-2020,1305,19841,55,472
32,09-04-2020,1551,21392,69,541
33,10-04-2020,1318,22710,73,614
34,11-04-2020,1213,23923,70,684
35,12-04-2020,1119,25042,55,739
36,13-04-2020,1390,26432,79,818
37,14-04-2020,1450,27882,146,964
38,15-04-2020,1338,29220,105,1069
39,16-04-2020,1744,30964,180,1249
40,17-04-2020,1881,32845,115,1364
41,18-04-2020,1536,34381,163,1527
42,19-04-2020,1647,36028,111,1638
43,20-04-2020,1821,37849,116,1754
44,21-04-2020,1534,39383,154,1908
45,22-04-2020,1960,41343,164,2072
46,23-04-2020,1870,43213,160,2232
47,24-04-2020,1626,44839,157,2389
48,25-04-2020,1412,46251,163,2552
49,26-04-2020,1589,47840,118,2670
50,27-04-2020,1603,49443,147,2817
51,28-04-2020,1493,50936,141,2958
52,29-04-2020,1703,52639,175,3133
53,30-04-2020,1580,54219,145,3278
54,01-05-2020,1954,56173,229,3507
55,02-05-2020,1581,57754,147,3654
56,03-05-2020,2560,60314,115,3769
57,04-05-2020,1484,61798,208,3977
58,05-05-2020,1271,63069,190,4167
59,06-05-2020,1479,64548,180,4347
60,07-05-2020,1519,66067,175,4522
61,08-05-2020,1440,67507,151,4673
62,09-05-2020,1262,68769,129,4802
63,10-05-2020,1167,69936,161,4963
64,11-05-2020,1184,71120,133,5096
65,12-05-2020,1159,72279,185,5281
66,13-05-2020,1146,73425,128,5409
67,14-05-2020,1215,74640,163,5572
68,15-05-2020,1178,75818,90,5662
69,16-05-2020,1231,77049,118,5780
70,17-05-2020,1125,78174,103,5883
71,18-05-2020,1090,79264,57,5940
72,19-05-2020,1116,80380,70,6010
73,20-05-2020,1079,81459,124,6134
74,21-05-2020,1174,82633,115,6249
75,22-05-2020,1209,83842,92,6341
76,23-05-2020,1200,85042,105,6446
77,24-05-2020,958,86000,68,6514
78,25-05-2020,1027,87027,122,6636
79,26-05-2020,974,88001,96,6732
80,27-05-2020,893,88894,125,6857
81,28-05-2020,996,89890,106,6963
82,29-05-2020,932,90822,83,7046
83,30-05-2020,777,91599,96,7142
84,31-05-2020,803,92402,215,7357
85,01-06-2020,816,93218,29,7386
86,02-06-2020,672,93890,71,7457
87,03-06-2020,685,94575,102,7559
88,04-06-2020,623,95198,139,7698
89,05-06-2020,683,95881,61,7759
90,06-06-2020,520,96401,72,7831
91,07-06-2020,700,97101,27,7858
92,08-06-2020,615,97716,33,7891
93,09-06-2020,460,98176,59,7950
94,10-06-2020,480,98656,61,8011
95,11-06-2020,439,99095,40,8051
96,12-06-2020,444,99539,54,8105
97,13-06-2020,443,99982,59,8164
98,14-06-2020,360,100342,36,8200
99,15-06-2020,375,100717,28,8228
100,16-06-2020,334,101051,41,8269
101,17-06-2020,389,101440,35,8304
102,18-06-2020,379,101819,47,8351
103,19-06-2020,442,102261,45,8396
104,20-06-2020,367,102628,60,8456
105,21-06-2020,298,102926,14,8470
106,22-06-2020,358,103284,12,8482
107,23-06-2020,357,103641,18,8500
108,24-06-2020,319,103960,31,8531
109,25-06-2020,369,104329,22,8553
110,26-06-2020,175,104504,4,8557
111,27-06-2020,244,104748,9,8566
112,28-06-2020,292,105040,5,8571
113,29-06-2020,646,105686,47,8618
114,30-06-2020,279,105965,22,8640
115,01-07-2020,193,106158,28,8668
116,02-07-2020,356,106514,23,8691
117,03-07-2020,325,106839,22,8713
118,04-07-2020,223,107062,8,8721
119,05-07-2020,207,107269,9,8730
120,06-07-2020,424,107693,9,8739
121,07-07-2020,204,107897,17,8756
122,08-07-2020,312,108209,22,8778
123,09-07-2020,323,108532,10,8788
124,10-07-2020,322,108854,14,8802
125,11-07-2020,175,109029,8,8810
126,12-07-2020,203,109232,8,8818
127,13-07-2020,678,109910,10,8828
128,14-07-2020,303,110213,9,8837
129,15-07-2020,343,110556,12,8849
130,16-07-2020,443,110999,18,8867
131,17-07-2020,435,111434,8,8875
132,18-07-2020,369,111803,8,8883
133,19-07-2020,322,112125,4,8887
134,20-07-2020,798,112923,5,8892
135,21-07-2020,562,113485,5,8897
136,22-07-2020,520,114005,7,8904
137,23-07-2020,460,114465,4,8908
138,24-07-2020,552,115017,7,8915
139,25-07-2020,340,115357,5,8920
140,26-07-2020,318,115675,5,8925
141,27-07-2020,720,116395,11,8936
142,28-07-2020,405,116800,13,8949
143,29-07-2020,499,117299,6,8955
144,30-07-2020,341,117640,12,8967
145,31-07-2020,497,118137,5,8972
146,01-08-2020,275,118412,6,8978
147,02-08-2020,237,118649,4,8982
148,03-08-2020,221,118870,5,8987
149,04-08-2020,703,119573,10,8997
150,05-08-2020,387,119960,4,9001
151,06-08-2020,367,120327,4,9005
152,07-08-2020,423,120750,4,9009
153,08-08-2020,254,121004,7,9016
154,09-08-2020,214,121218,4,9020
155,10-08-2020,685,121903,6,9026
156,11-08-2020,351,122254,5,9031
157,12-08-2020,403,122657,14,9045
158,13-08-2020,390,123047,10,9055
159,14-08-2020,401,123448,5,9060
160,15-08-2020,231,123679,3,9063
161,16-08-2020,173,123852,2,9065
162,17-08-2020,734,124586,6,9071
163,18-08-2020,339,124925,10,9081
164,19-08-2020,337,125262,5,9086
165,20-08-2020,400,125662,5,9091
166,21-08-2020,513,126175,11,9102
167,22-08-2020,229,126404,6,9108
168,23-08-2020,253,126657,3,9111
169,24-08-2020,793,127450,9,9120
170,25-08-2020,313,127763,8,9128
171,26-08-2020,486,128249,2,9130
172,27-08-2020,447,128696,7,9137
173,28-08-2020,505,129201,9,9146
174,29-08-2020,284,129485,5,9151
175,30-08-2020,248,129733,3,9154
176,31-08-2020,1048,130781,9,9163
177,01-09-2020,499,131280,6,9169
178,02-09-2020,503,131783,4,9173
179,03-09-2020,593,132376,5,9178
180,04-09-2020,606,132982,2,9180
181,05-09-2020,362,133344,2,9182
182,06-09-2020,367,133711,0,9182
183,07-09-2020,433,134144,2,9184
184,08-09-2020,1470,135614,8,9192
185,09-09-2020,575,136189,3,9195
186,10-09-2020,628,136817,7,9202
187,11-09-2020,724,137541,3,9205
188,12-09-2020,467,138008,6,9211
189,13-09-2020,537,138545,2,9213
190,14-09-2020,1410,139955,8,9221
191,15-09-2020,798,140753,9,9230
192,16-09-2020,956,141709,5,9235
193,17-09-2020,1166,142875,4,9239
194,18-09-2020,1045,143920,6,9245
195,19-09-2020,835,144755,6,9251
196,20-09-2020,805,145560,5,9256
197,21-09-2020,1843,147403,12,9268
198,22-09-2020,1294,148697,7,9275
199,23-09-2020,1101,149798,9,9284
200,24-09-2020,1324,151122,6,9290
201,25-09-2020,1438,152560,5,9295
202,26-09-2020,1260,153820,8,9303
203,27-09-2020,1415,155235,5,9308
204,28-09-2020,2236,157471,10,9318
205,29-09-2020,1667,159138,13,9331
206,30-09-2020,1815,160953,6,9337
207,01-10-2020,1827,162780,22,9359
208,02-10-2020,2114,164894,98,9457
209,03-10-2020,1814,166708,52,9509
210,04-10-2020,1618,168326,14,9523
211,05-10-2020,2878,171204,26,9549
212,06-10-2020,2383,173587,25,9574
213,07-10-2020,1862,175449,11,9585
214,08-10-2020,2473,177922,14,9599
215,09-10-2020,2524,180446,29,9628
216,10-10-2020,2129,182575,23,9651
217,11-10-2020,1608,184183,6,9657
218,12-10-2020,1729,185912,15,9672
219,13-10-2020,3397,189309,24,9696
220,14-10-2020,2545,191854,12,9708
221,15-10-2020,2276,194130,40,9748
222,16-10-2020,2578,196708,23,9771
223,17-10-2020,2040,198748,18,9789
224,18-10-2020,1800,200548,14,9803
225,19-10-2020,3249,203797,18,9821
226,20-10-2020,2317,206114,18,9839
227,21-10-2020,2696,208810,35,9874
228,22-10-2020,2832,211642,33,9907
229,23-10-2020,2623,214265,24,9931
230,24-10-2020,2261,216526,31,9962
231,25-10-2020,2077,218603,24,9986
232,26-10-2020,4129,222732,27,10013
233,27-10-2020,2713,225445,29,10042
234,28-10-2020,2665,228110,33,10075
235,29-10-2020,2998,231108,42,10117
236,30-10-2020,3572,234680,38,10155
237,31-10-2020,2364,237044,25,10180
238,01-11-2020,2298,239342,39,10219
239,02-11-2020,3570,242912,33,10252
240,03-11-2020,4747,247659,73,10325
241,04-11-2020,3285,250944,56,10381
242,05-11-2020,3139,254083,47,10428
243,06-11-2020,4528,258611,57,10485
244,07-11-2020,3423,262034,54,10539
245,08-11-2020,3176,265210,27,10566
246,09-11-2020,6517,271727,47,10613
247,10-11-2020,4464,276191,68,10681
248,11-11-2020,3276,279467,60,10741
249,12-11-2020,6186,285653,79,10820
250,13-11-2020,4778,290431,57,10877
251,14-11-2020,3379,293810,60,10937
252,15-11-2020,3259,297069,52,10989
253,16-11-2020,8101,305170,74,11063
254,17-11-2020,4477,309647,63,11126
255,18-11-2020,4506,314153,100,11226
256,19-11-2020,4794,318947,75,11301
257,20-11-2020,5006,323953,73,11374
258,21-11-2020,4923,328876,71,11445
259,22-11-2020,4683,333559,48,11493
260,23-11-2020,6865,340424,62,11555
261,24-11-2020,5283,345707,104,11659
262,25-11-2020,5115,350822,90,11749
263,26-11-2020,5730,356552,87,11836
264,27-11-2020,5955,362507,101,11937
265,28-11-2020,5634,368141,76,12013
266,29-11-2020,5385,373526,52,12065
267,30-11-2020,7887,381413,103,12168
268,01-12-2020,5656,387069,89,12257
269,02-12-2020,6398,393467,112,12369
270,03-12-2020,6210,399677,84,12453
271,04-12-2020,6427,406104,95,12548
272,05-12-2020,6275,412379,88,12636
273,06-12-2020,6315,418694,87,12723
274,07-12-2020,7888,426582,104,12827
275,08-12-2020,6185,432767,96,12923
276,09-12-2020,6328,439095,123,13046
277,10-12-2020,6694,445789,126,13172
278,11-12-2020,6725,452514,122,13294
279,12-12-2020,5922,458436,106,13400
280,13-12-2020,5866,464302,80,13480
281,14-12-2020,8507,472809,121,13601
282,15-12-2020,6158,478967,112,13713
283,16-12-2020,6539,485506,132,13845
284,17-12-2020,7054,492560,122,13967
285,18-12-2020,6694,499254,114,14081
286,19-12-2020,6379,505633,126,14207
287,20-12-2020,5851,511484,62,14269
288,21-12-2020,7787,519271,112,14381
289,22-12-2020,6276,525547,104,14485
290,23-12-2020,6929,532476,177,14662
291,24-12-2020,5701,538177,123,14785
292,25-12-2020,447,538624,1,14786
293,26-12-2020,1780,540404,9,14795
294,27-12-2020,9844,550248,161,14956
295,28-12-2020,10598,560846,273,15229
296,29-12-2020,8861,569707,207,15436
297,30-12-2020,7565,577272,119,15555
298,31-12-2020,7136,584408,122,15677
299,01-01-2021,773,585181,12,15689
300,02-01-2021,4685,589866,50,15739
301,03-01-2021,12152,602018,168,15907
302,04-01-2021,14060,616078,221,16128
303,05-01-2021,7356,623434,163,16291
304,06-01-2021,7936,631370,171,16462
305,07-01-2021,8205,639575,177,16639
306,08-01-2021,9209,648784,155,16794
307,09-01-2021,8454,657238,130,16924
308,10-01-2021,6997,664235,82,17006
309,11-01-2021,8744,672979,151,17157
310,12-01-2021,6075,679054,167,17324
311,13-01-2021,7165,686219,146,17470
312,14-01-2021,7481,693700,149,17619
313,15-01-2021,6864,700564,149,17768
314,16-01-2021,6342,706906,144,17912
315,17-01-2021,5962,712868,148,18060
316,18-01-2021,6515,719383,114,18174
317,19-01-2021,5187,724570,153,18327
318,20-01-2021,5531,730101,198,18525
319,21-01-2021,6221,736322,166,18691
320,22-01-2021,5769,742091,187,18878
321,23-01-2021,4989,747080,137,19015
322,24-01-2021,4408,751488,109,19124
323,25-01-2021,5856,757344,166,19290
324,26-01-2021,4083,761427,158,19448
325,27-01-2021,4293,765720,131,19579
326,28-01-2021,4838,770558,120,19699
327,29-01-2021,4811,775369,154,19853
328,30-01-2021,3925,779294,126,19979
329,31-01-2021,3902,783196,73,20052
330,01-02-2021,4578,787774,108,20160
331,02-02-2021,2946,790720,107,20267
332,03-02-2021,3249,793969,123,20390
333,04-02-2021,4112,798081,127,20517
